id,keyword,location,text,target,preprocessed_text,predicted_label
5,no_keyword,no_location,All residents asked to 'shelter in place' are being notified by officers. No other evacuation or shelter in place orders are expected,1,resident asked shelter place notified officers evacuation shelter place order expected,7
6,no_keyword,no_location,"13,000 people receive #wildfires evacuation orders in California ",1, people receive wildfires evacuation order california,7
14,no_keyword,no_location,There's an emergency evacuation happening now in the building across the street,1,theres emergency evacuation happening building across street,7
1817,buildings on fire,New Hampshire,17 people displaced after 3-alarm fire tore through 2 apartment buildings on Second Street in Manchester. -- http://t.co/NzqwTCYidv #MHT,1,people displaced alarm fire tore apartment building second street manchester mht,7
2003,bush fires,Selangor,California Bush fires please evacuate affected areas ASAP when california govts advised you to do so http://t.co/ubVEVUuAch,1,california bush fire please evacuate affected area asap california govts advised,7
4049,displaced,Pedophile hunting ground,#Myanmar  Displaced #Rohingya at #Sittwe point of no return http://t.co/cgf61fPmR0  #Prison like conditions #genocide IHHen MSF Refugees,1,myanmar displaced rohingya sittwe point return prison like condition genocide ihhen msf refugee,7
4050,displaced,no_location,Crews were out all day boarding up windows at the park at the Galleria apts. where fire displaced 55 this AM. http://t.co/NMPN2mqZgE,1,crew day boarding window park galleria apts fire displaced am,7
4051,displaced,U.S.,.POTUS #StrategicPatience is a strategy for #Genocide; refugees; IDP Internally displaced people; horror; etc. https://t.co/8owC41FMBR,1,potus strategicpatience strategy genocide refugees idp internally displaced people horror etc,7
4057,displaced,no_location,#KCA #VoteJKT48ID 12News: UPDATE: A family of 3 has been displaced after fired damaged housed near 90th and Osborn. Fire extinguished no iÛ_,1,kca  update family displaced fired damaged housed near osborn fire extinguished i _,7
4062,displaced,no_location,Philippines Must Protect Internally Displaced Persons Warns UN Expert http://t.co/xLZWTzgQTC,1,philippine must protect internally displaced person warns un expert,7
4064,displaced,no_location,#KCA #VoteJKT48ID 12News: UPDATE: A family of 3 has been displaced after fired damaged housed near 90th and Osborn. Fire extinguished no iÛ_,1,kca  update family displaced fired damaged housed near osborn fire extinguished i _,7
4068,displaced,Pedophile hunting ground,.POTUS #StrategicPatience is a strategy for #Genocide; refugees; IDP Internally displaced people; horror; etc. https://t.co/rqWuoy1fm4,1,potus strategicpatience strategy genocide refugees idp internally displaced people horror etc,7
4072,displaced,Pedophile hunting ground,.POTUS #StrategicPatience is a strategy for #Genocide; refugees; IDP Internally displaced people; horror; etc. https://t.co/rqWuoy1fm4,1,potus strategicpatience strategy genocide refugees idp internally displaced people horror etc,7
4077,displaced,Pedophile hunting ground,.POTUS #StrategicPatience is a strategy for #Genocide; refugees; IDP Internally displaced people; horror; etc. https://t.co/rqWuoy1fm4,1,potus strategicpatience strategy genocide refugees idp internally displaced people horror etc,7
4081,displaced,UK  & Germany,#Myanmar  Displaced #Rohingya at #Sittwe point of no return http://t.co/qegMRhSms2  #Prison like conditions #genocide @IHHen @MSF @Refugees,1,myanmar displaced rohingya sittwe point return prison like condition genocide,7
4084,displaced,Manila,Philippines Must Protect Internally Displaced Persons Warns UN Expert - The Diplomat http://t.co/V0yRfH9DKc,1,philippine must protect internally displaced person warns un expert diplomat,7
4086,displaced,Pedophile hunting ground,#Myanmar  Displaced #Rohingya at #Sittwe point of no return http://t.co/cgf61fPmR0  #Prison like conditions #genocide IHHen MSF Refugees,1,myanmar displaced rohingya sittwe point return prison like condition genocide ihhen msf refugee,7
4087,displaced,New York,40 displaced by Ocean Township apartment fire #NewYork - http://t.co/uelZ59wVOm,1,displaced ocean township apartment fire newyork ,7
4089,displaced,no_location,@peterjukes A crime that killed/displaced millions. In which systematic torture was carried out. But look. GrahamWP fired a gun! Arrest him!,1,crime killeddisplaced millions systematic torture carried out look grahamwp fired gun arrest him,7
4093,displaced,new york,Could Billboard's Hot 100 chart be displaced by these social-media-driven music charts?    http://t.co/WVlaH8jRXe,1,could billboards hot chart displaced socialmediadriven music charts,7
4094,displaced,Canada,Real people. True stories. Real pain &amp; suffering. #displaced #RefugeesMatter #Syria  https://t.co/OEZ7O9AB2C,1,real people true stories real pain amp suffering displaced refugeesmatter syria,7
4096,displaced,"Na:tinixw / Hoopa, Berkeley","Elem Pomo helping the displaced from the Rocky Fire. Please consider!
Elem Evacuation Center http://t.co/dYDFvz7amj via @gofundme",1,elem pomo helping displaced rocky fire please consider elem evacuation center via,7
4712,evacuate,no_location,CHICAGO (AP) ÛÓ Organizers of Lollapalooza say they are reopening the music festival after the threat of a storm prompted them to evacuate,1,chicago ap    organizer lollapalooza say reopening music festival threat storm prompted evacuate,7
4714,evacuate,no_location,Disaster control teams are studying ways to evacuate the port area in response to tidal wave warnings.[900037],1,disaster control team studying way evacuate port area response tidal wave warnings,7
4716,evacuate,"Waterloo, Ont",When there's a fire alarm going off in zehrs and we keep working for 20 minutes then decide to evacuate everyone..,1,theres fire alarm going zehrs keep working minute decide evacuate everyone,7
4717,evacuate,no_location,California &amp;#039;monster&amp;#039; fire is 20% contained as 13000 are told to evacuate http://t.co/aPTAP6Yx1r,1,california ampmonsteramp fire contained told evacuate,7
4719,evacuate,no_location,If you did a cannon ball into the ocean then Japan would evacuate.,1,cannon ball ocean japan would evacuate,7
4720,evacuate,Worldwide,Firefigthers Evacuate from Northampton Township House Fire http://t.co/hPplD1jHtZ,1,firefigthers evacuate northampton township house fire,7
4723,evacuate,Brisbane,Fire crews evacuate passengers from a Gold Coast tram trapped when powerlines fell across a carriage. #TenNews 5pm http://t.co/hFyrloQY8q,1,fire crew evacuate passenger gold coast tram trapped powerlines fell across carriage tennews,7
4725,evacuate,no_location,Disregard my snap story there is an angry white girl riot happening as we speak. #evacuate,1,disregard snap story angry white girl riot happening speak evacuate,7
4731,evacuate,no_location,Condemnation clearly replacing the latest response aimlessly dryer evacuate detersion de: HLg,1,condemnation clearly replacing latest response aimlessly dryer evacuate detersion de hlg,7
4732,evacuate,"Chevy Chase, MD",The EFAK would be designed for building occupants once they evacuate and report to their evacuation assembly sites,1,efak would designed building occupant evacuate report evacuation assembly site,7
4735,evacuate,wrapped arnd hyuk's finger,@joonma_ dealbreaker that's it that's the dealbreaker s.o.s. abandon ship evacuate the building,1,dealbreaker thats thats dealbreaker sos abandon ship evacuate building,7
4739,evacuate,no_location,The U.S. also flew over each bomb site in World War II with warning letters telling people to evacuate,1,us also flew bomb site world war ii warning letter telling people evacuate,7
4740,evacuate,"Gold Coast, Qld, Australia",myGC: Broken powerlines evacuate Gold Coast tram suspend services http://t.co/6e7hHfeRz4,1,mygc broken powerlines evacuate gold coast tram suspend service,7
4742,evacuate,no_location,Sooo police dispatch said there was a person threatening to shoot up the Walmart on Rutherford &amp; they had to evacuate,1,sooo police dispatch said person threatening shoot walmart rutherford amp evacuate,7
4745,evacuate,London UK,US govt refuses to evacuate 1000s of Americans from Yemen https://t.co/wQy3JOKuMH #yemen #usa #evacuation #abandoned,1,u govt refuse evacuate american yemen yemen usa evacuation abandoned,7
4749,evacuate,U.S.A,California wildfires force thousands to evacuate: http://t.co/GFsl2Kwt5h via @YouTube,1,california wildfire force thousand evacuate via,7
4750,evacuate,An eight-sided polygon,@pantalonesfuego Yeah I grew up in the canyon above L.A. We had to evacuate a few times.,1,yeah grew canyon la evacuate times,7
4753,evacuate,Konoha Village,@MeetKakarotto 'Don't bother while you were offline I managed to evacuate everyone out of here including Hinata so so go ahead and cause--,1,dont bother offline managed evacuate everyone including hinata go ahead cause,7
4755,evacuate,//??//,Tonight is being quite interesting... A few minutes ago the fire system went off and we had to evacuate the building.,1,tonight quite interesting minute ago fire system went evacuate building,7
4757,evacuate,FSC '19,I just want everyone to know that Emilee was worried I was getting a milkshake when we were supposed to evacuate,1,want everyone know emilee worried getting milkshake supposed evacuate,7
4758,evacuate,Û¢901Û¢,AND MY FAM HAD TO EVACUATE BC WE NEED POWER,1,fam evacuate bc need power,7
4762,evacuated,no_location,Does anyone know why #murfreesboro #walmart was evacuated this evening? @dnj_com,1,anyone know murfreesboro walmart evacuated evening,7
4765,evacuated,"Chicago, IL",Green line service on south side disrupted after CTA train derails passengers evacuated. http://t.co/6eZkoof2Xt http://t.co/faCM78eg7K,1,green line service south side disrupted cta train derails passenger evacuated,7
